Substance,Genotoxicity
Ethyl 3-phenylpropionate,Not determined
Ethyl 4-(acetylthio)-butyrate,Not determined
Ethyl 4-(acetylthio)-butyrate,Not determined
Ethyl 4-(acetylthio)-butyrate,Not determined
Ethyl 4-(acetylthio)-butyrate,Not determined
Ethyl 4-(acetylthio)-butyrate,Not determined
Ethyl 4-hydroxy-3-methoxybenzyl ether,Negative
Ethyl 4-hydroxybenzoate,Ambiguous
Ethyl 4-hydroxybenzoate,Negative
Ethyl 4-hydroxybenzoate,Negative
Ethyl 4-hydroxybenzoate,Negative
Ethyl 4-hydroxybenzoate,Negative
Ethyl 4-hydroxybenzoate,Negative
Ethyl 4-hydroxybenzyl ether,Not determined
Ethyl 4-hydroxybenzyl ether,Not determined
Ethyl 4-methoxybenzoate,Negative
Ethyl 4-methylpent-3-enoate,Negative
Ethyl 4-methylpent-3-enoate,Negative
Ethyl 4-methylpent-3-enoate,Negative
Ethyl 4-methylpent-3-enoate,Negative
Ethyl 4-methylpent-3-enoate,Negative
Ethyl 4-oxovalerate,No data
Ethyl 4-phenylbutyrate,Not determined
Ethyl 5-(methylthio)valerate,Not determined
Ethyl 5-(methylthio)valerate,Not determined
Ethyl 5-(methylthio)valerate,Not determined
Ethyl 5-(methylthio)valerate,Not determined
Ethyl 5-(methylthio)valerate,Not determined
Ethyl 5-hexenoate,Negative
Ethyl 5-hexenoate,Not determined
Ethyl acetate,Negative
Ethyl acetate,Not determined
Ethyl acetoacetate,No data
Ethyl acrylate,Negative
Ethyl acrylate,No data
Ethyl acrylate,Not determined
Ethyl acrylate,Negative
Ethyl acrylate,Negative
Ethyl anthranilate,Not determined
Ethyl benzoate,Negative
Ethyl benzoate,Negative
Ethyl benzoate,No data
Ethyl butyl sulfide,Not determined
Ethyl butyl sulfide,Not determined
Ethyl butyl sulfide,Not determined
Ethyl butyl sulfide,Not determined
Ethyl butyl sulfide,Not determined
Ethyl butyl sulfide,Not determined
Ethyl butyryl lactate,Negative
Ethyl butyryl lactate,Negative
Ethyl butyryl lactate,Not determined
Ethyl butyryl lactate,Not determined
Ethyl carbamate,Positive
Ethyl cellulose,No data
Ethyl cellulose,Negative
Ethyl cellulose,Negative
Ethyl cinnamate,Not determined
Ethyl cinnamate,Not determined
Ethyl cis-4-heptenoate,Negative
Ethyl cis-4-heptenoate,Not determined
Ethyl cyclohexanecarboxylate,Not determined
Ethyl cyclohexanecarboxylate,Negative
Ethyl cyclohexanecarboxylate,Not determined
Ethyl cyclohexanecarboxylate,Not determined
Ethyl cyclohexanecarboxylate,No data
Ethyl cyclohexanepropionate,Not determined
Ethyl cyclohexanepropionate,Negative
Ethyl cyclohexanepropionate,Not determined
Ethyl cyclohexanepropionate,Not determined
Ethyl cyclohexanepropionate,No data
Ethyl cyclohexyl acetate,Not determined
Ethyl cyclohexyl acetate,Not determined
Ethyl cyclohexyl acetate,Not determined
Ethyl cyclohexyl acetate,Not determined
Ethyl dec-9-enoate,Not determined
Ethyl dec-9-enoate,Not determined
Ethyl dec-9-enoate,Not determined
Ethyl dec-9-enoate,Negative
"Ethyl deca-2,4,7-trienoate",Not determined
"Ethyl deca-2,4,7-trienoate",Negative
"Ethyl deca-2,4,7-trienoate",Negative
Ethyl dodec-(2E)-enoate,Not determined
Ethyl dodec-(2E)-enoate,Not determined
Ethyl dodec-(2E)-enoate,Not determined
Ethyl dodec-(2E)-enoate,Negative
Ethyl ester of beta-apo-8'-carotenoic acid,No data
Ethyl ester of beta-apo-8'-carotenoic acid,Negative
Ethyl ester of beta-apo-8'-carotenoic acid,No data
Ethyl furfuryl ether,Ambiguous
Ethyl furfuryl ether,Ambiguous
Ethyl furfuryl ether,Positive
Ethyl furfuryl sulfide,Not determined
Ethyl furfuryl sulfide,Not determined
Ethyl furfuryl sulfide,Not determined
Ethyl geranyl ether,Negative
Ethyl geranyl ether,Not determined
Ethyl geranyl ether,Not determined
Ethyl geranyl ether,Not determined
Ethyl geranyl ether,Not determined
Ethyl hept-(2E)-enoate,Not determined
Ethyl hept-(2E)-enoate,Not determined
Ethyl hept-(2E)-enoate,Not determined
Ethyl hept-(2E)-enoate,Negative
Ethyl heptanoate,Negative
Ethyl hex-3-enoate,No data
Ethyl isobutyrate,No data
Ethyl isovalerate,No data
Ethyl lactate,Not determined
Ethyl lactate,No data
Ethyl lauroyl arginate,No data
Ethyl lauroyl arginate,No data
Ethyl lauroyl arginate hydrochloride,Negative
Ethyl lauroyl arginate hydrochloride,No data
Ethyl maltol,Negative
Ethyl maltol,Negative
Ethyl maltol,Negative
Ethyl maltol,Negative
Ethyl methacrylate,Not determined
Ethyl methacrylate,Not determined
Ethyl methacrylate,Not determined
Ethyl methacrylate,Negative
Ethyl methyl cellulose,Negative
Ethyl methylphenylglycidate,Not determined
Ethyl methylphenylglycidate,Ambiguous
Ethyl N-ethylanthranilate,Not determined
Ethyl nicotinate,Not determined
Ethyl nicotinate,Not determined
Ethyl nicotinate,Not determined
Ethyl N-methylanthranilate,Not determined
Ethyl oct-2(trans)-enoate,Not determined
Ethyl oct-3-enoate,Negative
Ethyl oct-3-enoate,Negative
Ethyl oct-3-enoate,Negative
Ethyl oct-3-enoate,Negative
Ethyl oct-3-enoate,Negative
Ethyl oleate,No data
Ethyl pent-2-enoate,Not determined
Ethyl pent-2-enoate,Not determined
Ethyl pent-2-enoate,Not determined
Ethyl pent-2-enoate,Negative
Ethyl pentadecanoate,Not determined
Ethyl phenylacetate,Not determined
Ethyl phenylacetate,Not determined
Ethyl propanethioate,Not determined
Ethyl propanethioate,Not determined
Ethyl propanethioate,Not determined
Ethyl propanethioate,Not determined
Ethyl propanethioate,Not determined
Ethyl propanethioate,Not determined
Ethyl propyl disulfide,Not determined
Ethyl propyl disulfide,Not determined
Ethyl propyl disulfide,Negative
Ethyl propyl sulfide,Not determined
Ethyl propyl sulfide,Not determined
Ethyl propyl sulfide,Not determined
Ethyl propyl sulfide,Not determined
Ethyl propyl sulfide,Not determined
Ethyl propyl sulfide,Not determined
Ethyl propyl trisulfide,Not determined
Ethyl propyl trisulfide,Not determined
Ethyl pyruvate,Not determined
Ethyl salicylate,Negative
Ethyl salicylate,Not determined
Ethyl salicylate,No data
Ethyl tert-butyl ether,Negative
Ethyl thialdine,Not determined
Ethyl thialdine,Not determined
Ethyl thialdine,Ambiguous
Ethyl trans-2-butenoate,Not determined
Ethyl trans-2-butenoate,Not determined
Ethyl trans-2-butenoate,Not determined
Ethyl trans-2-butenoate,Negative
Ethyl trans-2-hexenoate,Not determined
Ethyl vanillate,Negative
Ethyl vanillate,Negative
Ethyl vanillate,Negative
Ethyl vanillate,Negative
Ethyl vanillate,Negative
Ethyl vanillin,Negative
Ethyl vanillin beta-D-glucopyranoside,Negative
Ethyl vanillin beta-D-glucopyranoside,Negative
Ethyl vanillin isobutyrate,Negative
Ethyl-2-mercapto-2-methyl propanoate,Ambiguous
Ethyl-2-mercapto-2-methyl propanoate,Ambiguous
Ethylamine,Negative
Ethylamine,Negative
Ethylamine,Negative
Ethylene,Not determined
Ethylene,Negative
Ethylene carbonate,Negative
Ethylene glycol,Negative
Ethylene glycol and diethylene glycol,No data
"Ethylene glycol bis[3,3-bis(3-tert-butyl-4-hydroxyphenyl)butyrate]",No data
Ethylene glycol dipalmitate,Negative
Ethylenethiourea,No data
Ethylenethiourea,Negative
Ethylene-vinyl acetate copolymer wax,Negative
Ethylpyrazine,Negative
Ethylpyrazine,Negative
Ethylpyrazine,Not determined
Etofenprox,Negative
Etofenprox formulation (TREBON 30EC),No data
Etoxazole,Other
Etoxazole metabolite (R-3),No data
Etoxazole metabolite (R-7),No data
Etridiazole,Negative
Eugenol,Negative
Eugenol,Not determined
Eugenol,Negative
Eugenol,Negative
Eugenol,Negative
Eugenol,No data
Eugenol formulation (Mevalone 3AEY),No data
Eugenyl acetate,Not determined
Eugenyl acetate,No data
Eugenyl benzoate,Not determined
Eugenyl formate,Not determined
Eugenyl isovalerate,Not determined
Eurycoma longifolia(Tongkat Ali) root extract,Positive
Expressed lemon oil,Not applicable
Expressed mandarin oil from the fruit peels of Citrus reticulata Blanco,Not applicable
Expressed orange oil from Citrus sinensis (L.) Osbeck,Positive
F8426-alpha-sulfodeschloropropionic acid,Negative
F8426-benzoic acid,Negative
F8426-cinnamic acid,Not determined
F8426-dicarboxylic acid,Negative
F8426-propionic acid,Negative
Famoxadone,No data
Famoxadone,Negative
Farmatan (including hydrolysable tannins extracted from sweet chestnut wood),Negative
Farnesal,Negative
Farnesal,Negative
Farnesal,Negative
Fat Distillation Residues,Negative
Fatty acid esters,No data
Fatty acid methyl esters,No data
Fatty acids,Not applicable
Fatty acids (chain length C7 to C18) and their salts and esters,Negative
"Fatty acids, C16-18 saturated, hexaesters with dipentaerythritol",Negative
Fatty alcohols,No data
Fatty alcohols blends (Lauryl myristyl alcohol (C12-C14) and Cetyl stearyl alcohol (C16-C18)),No data
Fe(III) starch-saccharose complex,Negative
FEN 560 Fenugreek powder,Negative
Fenamidone,Not determined
Fenamidone formulation (Consento),No data
Fenamidone metabolite (RPA 410193),Negative
Fenamidone metabolite (RPA 412636),Negative
Fenamidone metabolite (RPA 412708),Negative
Fenamiphos (aka phenamiphos),Negative
Fenamiphos (aka phenamiphos),Negative
Fenamiphos-sulfone,No data
Fenamiphos-sulfoxide,No data
Fenarimol,No data
Fenazaquin,Negative
Fenazaquin,Negative
Fenbuconazole,Negative
Fenbutatin oxide,Negative
Fenchyl acetate,Not determined
Fenchyl acetate,Not determined
Fenchyl acetate,Not determined
Fenchyl acetate,Not determined
Fenchyl alcohol,Not determined
Fenchyl alcohol,Not determined
Fenchyl alcohol,Not determined
Fenchyl alcohol,Not determined
Fenhexamid,Negative
Fenhexamid formulation (KBR 2738 WG 50),No data
Fenitrothion,Negative
Fenoxaprop-ethyl,Negative
Fenoxaprop-P formulation (Puma S 69EW),No data
Fenoxaprop-P-ethyl,Negative
Fenoxycarb,Negative
Fenpicoxamid,Negative
Fenpicoxamid metabolite (X12314005),Negative
Fenpicoxamid metabolite (X12326349),Negative
Fenpicoxamid metabolite (X12335723),Not determined
Fenpropidin,Negative
Fenpropidin formulation (Tern 750 EC),No data
Fenpropimorph,Negative
Fenpropimorph formulation (BAS 421 12 F),No data
Fenpyrazamine,Negative
Fenpyrazamine formulation (S-2188 50WG),No data
Fenpyroximate,Negative
Fenpyroximate,Negative
Fenpyroximate formulation (KIRON),No data
Fenpyroximate formulation (KIRON),No data
Fenthion,No data
Fentin acetate,No data
Fentin hydroxide,No data
Fermented black bean extract,Negative
Fermented soybean extract (NSK-SD),Negative
Ferric (III) ammonium hexacyanoferrate (II),Positive
Ferric ammonium citrate,Negative
Ferric chloride hexahydrate,No data
Ferric citrate chelate,No data
Ferric citrate chelate,No data
Ferric citrate chelate,No data
Ferric oxide,Not determined
Ferric phosphate,Negative
Ferric phosphate preparation (Ferric Orthophosphate RB 1.62 W),No data
Ferric phosphate preparation (NEU 1165 M),No data
Ferric pyrophosphate,Negative
Ferric sodium EDTA anhydrous,Negative
Ferric sodium EDTA trihydrate,Negative
Ferric sodium EDTA trihydrate,Negative
Ferric tyrosine chelate,No data
Ferric tyrosine chelate formulation (TYFER),No data
Ferrous ammonium phosphate,No data
Ferrous bisglycinate,No data
Ferrous bisglycinate,No data
Ferrous carbonate,Negative
Ferrous carbonate,No data
"Ferrous chelate of amino acids, hydrate",No data
Ferrous chelate of glycine hydrate,No data
Ferrous fumarate,No data
Ferrous lactate,Negative
Ferrous lysinate sulfate,No data
Ferrous phosphate anhydrous,No data
Ferrous phosphate octahydrate,No data
Film granulated preparation of sodium selenite,Ambiguous
Fipronil,Negative
Fipronil,No data
Fish oil,Other
Fish oil,Negative
Fish oil formulation (FLU17516),Not determined
Flavonoid-rich extract of Citrus x aurantium L. fruit,Not applicable
Flazasulfuron,Negative
Flonicamid,Negative
Florasulam,Negative
Florpyrauxifen,Negative
Florpyrauxifen-benzyl,Negative
Fluazifop acid,No data
Fluazifop acid,No data
Fluazifop-butyl,No data
Fluazifop-P,No data
Fluazifop-P-butyl,Negative
Fluazifop-P-butyl,Negative
Fluazinam,Negative
Fluazinam formulation (Fluazinam 500 SC),No data
Flubendiamide,Negative
Flubendiamide metabolite (NNI-0001-3-OH),Negative
Flubendiamide metabolite (NNI-0001-des-iodo),Negative
Fludioxonil,Negative
Fludioxonil,No data
Fludioxonil formulation (CELESTE 025 FS),No data
Fludioxonil formulation (Switch 62.5 WG),No data
Flufenoxuron,Negative
Flufenoxuron formulation,No data
Flumetralin,Negative
Flumioxazin,Negative
Flumioxazin,No data
Fluometuron,Other
Fluometuron metabolite (CGA 41686),Negative
Fluometuron metabolite (CGA 72903),No data
Fluopicolide,Negative
Fluopicolide formulation (EXP 11074B),No data
Fluopicolide formulation (EXP 11120A),No data
Fluopyram,Negative
Fluopyram preparation,No data
Fluoride,Positive
Fluoride,Negative
Fluoride,No data
Fluoride,Negative
Fluoride,Negative
Fluoride,No data
Fluoride,No data
Fluorine,No data
Fluoroglycofene,No data
Fluoxastrobin,Negative
Flupyradifurone,Negative
Flupyradifurone,No data
Flupyrsulfuron,No data
Flupyrsulfuron-methyl-sodium,Negative
Flupyrsulfuron-methyl-sodium formulation (Flupyrsulfuron-methyl 50WG),No data
Fluquinconazole,Negative
Fluquinconazole,No data
Fluquinconazole formulation,No data
Fluroxypyr,Not determined
"Fluroxypyr formulation (EF-1502, Starane 180 EC)",No data
Fluroxypyr-meptyl,No data
Flurprimidol,Negative
Flurprimidol,Negative
Flurtamone,Not determined
Flurtamone,Not determined
Flurtamone formulation (FLT+DFF SC 350),No data
Flurtamone formulation (FLT+DFF SC 350),No data
Flusilazole,No data
Flutianil,Negative
Flutianil,No data
Flutianil formulation (Flutianil 5% EC),No data
Flutianil metabolite (OC 53276),Negative
Flutianil metabolite (OC 53276),Negative
Flutianil metabolite (OC 56635),Negative
Flutianil metabolite (OC 56635),Negative
Flutianil metabolite (OC 63421),Negative
Flutolanil,Negative
Flutolanil,No data
Flutolanil formulation (MONCUT 40 SC),No data
Flutriafol,Negative
Flutriafol preparation,No data
Fluxapyroxad,Negative
Fluxapyroxad formulation (BAS 700 F),No data
Folates,No data
Folates,No data
Folded orange oils from Citrus sinensis (L.) Osbeck,Negative
Folic acid,No data
Folic acid,No data
Folpet,Other
Folpet,No data
Folpet,No data
Folpet formulation (Folpan 80 WDG)),No data
Foramsulfuron,Negative
Foramsulfuron + Isoxadifen-ethyl OD 45,No data
Forchlorfenuron,No data
Forchlorfenuron,Negative
Formaldehyde,No data
Formaldehyde,Positive
Formaldehyde,No data
Formaldehyde,Not determined
Formaldehyde,Positive
Formaldehyde,Positive
Formamide,No data
Formetanate formulation,No data
Formetanate hydrochloride,Negative
Formic acid,Negative
Formic acid,No data
Formic acid,No data
Formyl asulam,No data
Formyl asulam,No data
Fosetyl-aluminium,Negative
Fosetyl-aluminium,Negative
Fosetyl-aluminium,No data
Fosetyl-aluminium,Negative
Fosetyl-aluminium,No data
Fosetyl-aluminium,No data
Fosetyl-aluminium,No data
Fosetyl-aluminium,No data
Fosthiazate,No data
Friedland clay,No data
Friedland clay,Negative
Frozen and freeze-dried forms of the Alphitobius diaperinus larva (lesser mealworm),Negative
Fuberidazole,Negative
Fuberidazole formulation (Baytan FS-094),No data
Fumaric acid,No data
Fumaric acid,No data
Fumonisin B1,Ambiguous
Fumonisins,Not applicable
Fumonisins,Not applicable
Fumonisins,No data
"Fumonisins (B1, B2, B3)",Not applicable
"Fumonisins (B1, B2, B3)",No data
Fumonisins and their hidden forms,No data
Fumonisins and their hidden forms,No data
Fungal Oil (Mortierella alpina),Negative
Furaltadone,Positive
Furan,Positive
Furan,Positive
Furan-2(5H)-one,Ambiguous
Furan-2(5H)-one,Ambiguous
Furan-2(5H)-one,Positive
"Furan-2,5-dicarboxylic acid",Negative
Furazolidone,Positive
Furfural,Negative
Furfural,Negative
Furfural,Not determined
Furfural,Not determined
Furfural,Not determined
Furfural diethyl acetal,Negative
Furfuryl 2-methylbutyrate,Negative
Furfuryl 2-methylbutyrate,Negative
Furfuryl 2-methylbutyrate,Negative
Furfuryl acetate,Negative
Furfuryl acetate,Not determined
Furfuryl acetate,Not determined
Furfuryl acetate,Not determined
Furfuryl alcohol,Negative
Furfuryl alcohol,Not determined
Furfuryl alcohol,Not determined
Furfuryl alcohol,Not determined
Furfuryl and furan derivatives,Not determined
Furfuryl but-2(E)-enoate,Negative
Furfuryl but-2(E)-enoate,Negative
Furfuryl but-2(E)-enoate,Negative
Furfuryl butyrate,Negative
Furfuryl hexanoate,Negative
Furfuryl hexanoate,Negative
Furfuryl hexanoate,Negative
Furfuryl isobutyrate,Negative
Furfuryl isobutyrate,Negative
Furfuryl isobutyrate,Negative
Furfuryl isopropyl sulfide,Not determined
Furfuryl isopropyl sulfide,Not determined
Furfuryl isopropyl sulfide,Not determined
Furfuryl isopropyl sulfide,Not determined
Furfuryl isovalerate,Negative
Furfuryl isovalerate,Not determined
Furfuryl isovalerate,Not determined
Furfuryl methyl ether,Ambiguous
Furfuryl methyl ether,Ambiguous
Furfuryl methyl ether,Positive
Furfuryl octanoate,Negative
Furfuryl octanoate,Not determined
Furfuryl octanoate,Not determined
Furfuryl propionate,Negative
Furfuryl propionate,Not determined
Furfuryl propionate,Not determined
Furfuryl propyl disulfide,Not determined
Furfuryl propyl disulfide,Not determined
Furfuryl valerate,Negative
Furfuryl valerate,Not determined
Furfuryl valerate,Not determined
Furfurylidene-2-butanal,Ambiguous
Fusafungine,Ambiguous
Galacto-oligosaccharides (GOS),No data
Galacto-oligosaccharides (GOS),No data
Gallic acid,Negative
Gallic acid,Negative
Gallic acid,Negative
Gallic acid,Negative
Gallic acid,Negative
Gallic acid,No data
Gamma-cyhalothrin,Negative
Gamma-cyhalothrin formulation (GF-317),No data
Gamma-cyhalothrin metabolite (3-(4-OHPh)),Negative
Gamma-cyhalothrin metabolite (DMCPA),Negative
Gamma-cyhalothrin metabolite (epimer),Negative
Gamma-cyhalothrin metabolite (PBA(OH)),Negative
Gamma-glutamyl-valyl-glycine,Negative
Gamma-hexachlorocyclohexane,Negative
Gamma-hexachlorocyclohexane,No data
Gamma-hexachlorocyclohexane,No data
gamma-Ionone,Ambiguous
gamma-Ionone,Negative
gamma-Ionone,Negative
Gamma-terpinene,Negative
Gamma-terpinene,Negative
Gamma-terpinene,Negative
Gamma-terpinene,Not determined
Garcinia gummi-gutta (L.) Roxb. (Garcinia extract),Not determined
Garlic extract,No data
Gellan gum,Negative
Gentian tincture (Gentiana lutea L.),Positive
Geraniol,Negative
Geraniol,Negative
Geraniol,Ambiguous
Geraniol,Negative
Geraniol,Not determined
Geraniol formulation (Mevalone 3AEY),No data
Geranyl 2-ethylbutyrate,Negative
Geranyl 2-methylbutyrate,Negative
Geranyl 2-methylbutyrate,Not determined
Geranyl acetate,Negative
Geranyl acetate,Not determined
Geranyl acetoacetate,Negative
Geranyl benzoate,Negative
Geranyl benzoate,Negative
Geranyl butyrate,Negative
Geranyl butyrate,Not determined
Geranyl formate,Negative
Geranyl formate,Not determined
Geranyl hexanoate,Negative
Geranyl isobutyrate,Negative
Geranyl isobutyrate,Not determined
Geranyl isovalerate,Negative
Geranyl propionate,Negative
Geranyl propionate,Not determined
"Germacra-1(10),4(14),5-triene",Not determined
"Germacra-1(10),4(14),5-triene",Not determined
"Germacra-1(10),4(14),5-triene",Not determined
Gibberellic acid,Negative
Gibberellic acid,No data
Gibberellin A4,Negative
Gibberellin A7,Negative
Ginger essential oil (Zingiber officinale Roscoe),Negative
Ginger oleoresin (Zingiber officinale Roscoe),Negative
Ginger rhizome powder,No data
Ginger tincture (Zingiber officinale Roscoe),Negative
Ginkgo biloba L. dry extract,Ambiguous
Glass fibre-reinforced plastics,No data
Glucosamine hydrochloride,Negative
Glucosamine hydrochloride,No data
Glucose pentaacetate,Not determined
